Operating permit number,Address,Mechanical system type,Current system status,Permit renewal date,Voluntary participant,Date of most recent report,Legionella pneumophila,Marker colour,Escherichia coli,Turbidity,Temperature,Total Suspended Solids,Benzene,Toluene,Ethylbenzene,Xylenes Total,EOCP certification number,Geom,Geo Local Area,Water quality reports link,geo_point_2d
OP-2020-00364,"811 HELMCKEN STREET, Vancouver, BC V6Z 1B1",Building Water Treatment System,Active,2/16/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1255349,49.2792447],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00364,"49.2792447, -123.1255349"
OP-2020-00372,"939 GRANVILLE STREET, Vancouver, BC V6Z 1L3",Cooling Tower,Inactive,2/17/2026,N,9/23/2024,,blue,,,,,,,,,50116,"{""coordinates"":[-123.1224504,49.2800092],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00372,"49.2800092, -123.1224504"
OP-2020-00372,"939 GRANVILLE STREET, Vancouver, BC V6Z 1L3",Cooling Tower,Inactive,2/17/2026,N,9/23/2024,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1224504,49.2800092],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00372,"49.2800092, -123.1224504"
OP-2020-00397,"690 BURRARD STREET, Vancouver, BC V6C 2L1",Cooling Tower,Active,2/18/2026,N,2/6/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1203585,49.284484],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00397,"49.284484, -123.1203585"
OP-2020-00398,"1680 BAYSHORE DRIVE, Vancouver, BC V6G 3H6",Decorative Water Feature,Active,2/18/2026,N,9/13/2024,0,blue,,,,,,,,,50116,"{""coordinates"":[-123.1316322,49.2917555],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00398,"49.2917555, -123.1316322"
OP-2020-00348,"1379 HOWE STREET, Vancouver, BC V6Z 1R7",Cooling Tower,Inactive,2/16/2026,N,12/20/2024,,blue,,,,,,,,,1001336,"{""coordinates"":[-123.1302205,49.2761448],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00348,"49.2761448, -123.1302205"
OP-2020-00355,"1177 PACIFIC BOULEVARD, Vancouver, BC V6Z 2R8",Building Water Treatment System,Active,2/16/2026,N,,,blue,,,,,,,,,1001356,"{""coordinates"":[-123.1206983,49.2745852],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00355,"49.2745852, -123.1206983"
OP-2020-00404,"4427 CAMBIE STREET, Vancouver, BC V5Z 2Y8",Cooling Tower,Active,2/22/2026,N,11/21/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1162932,49.2457609],""type"":""Point""}",South Cambie,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00404,"49.2457609, -123.1162932"
OP-2020-00407,"655 BURRARD STREET, Vancouver, BC V6C 2R7",Cooling Tower,Active,2/22/2026,N,1/17/2025,0,blue,,,,,,,,,1002154,"{""coordinates"":[-123.1207369,49.2852507],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00407,"49.2852507, -123.1207369"
OP-2020-00420,"8538 RIVER DISTRICT CROSSING, Vancouver, BC V1V 1V1",Cooling Tower,Inactive,2/22/2026,N,11/12/2024,,blue,,,,,,,,,1001336,"{""coordinates"":[-123.0299706,49.2062409],""type"":""Point""}",Killarney,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00420,"49.2062409, -123.0299706"
OP-2020-00430,"1445 W GEORGIA STREET, Vancouver, BC V6G 2T3",Cooling Tower,Inactive,4/27/2025,N,10/3/2024,,blue,,,,,,,,,59863,"{""coordinates"":[-123.1286658,49.2897132],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00430,"49.2897132, -123.1286658"
OP-2020-00439,"428 BEACH CRESCENT, Vancouver, BC V6Z 3G1",Cooling Tower,Inactive,11/15/2025,N,11/19/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1279186,49.271598],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00439,"49.271598, -123.1279186"
OP-2020-00379,"4575 CLANCY LORANGER WAY, Vancouver, BC",Rainwater Harvesting/Alternative Water Systems,Active,2/17/2026,N,1/23/2025,0,blue,<1,0.69,15.3,,,,,,1001128,"{""coordinates"":[-123.1083932,49.2447207],""type"":""Point""}",Riley Park,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00379,"49.2447207, -123.1083932"
OP-2020-00393,"88 E PENDER STREET, Vancouver, BC V6A 3X3",Cooling Tower,Active,11/23/2025,N,2/5/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1025683,49.280171],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00393,"49.280171, -123.1025683"
OP-2020-00424,"100 W 49TH AVENUE, Vancouver, BC V5Y 2Z6",Rainwater Harvesting/Alternative Water Systems,Inactive,4/27/2025,N,11/12/2024,,blue,,,,,,,,,ASSE 50103,"{""coordinates"":[-123.1086367,49.2247208],""type"":""Point""}",Oakridge,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00424,"49.2247208, -123.1086367"
OP-2020-00431,"918 COOPERAGE WAY, Vancouver, BC V6B 0A7",Cooling Tower,Inactive,2/24/2026,N,11/12/2024,,blue,,,,,,,,,ASSE 50344,"{""coordinates"":[-123.1125065,49.2741772],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00431,"49.2741772, -123.1125065"
OP-2020-00452,"3696 KINGSWAY, Vancouver, BC V5R 2T4",Cooling Tower,Inactive,3/1/2026,N,10/21/2024,,blue,,,,,,,,,1001342,"{""coordinates"":[-123.0243409,49.232003],""type"":""Point""}",Killarney,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00452,"49.232003, -123.0243409"
OP-2020-00461,"1161 W GEORGIA STREET, Vancouver, BC V6E 0C6",Cooling Tower,Active,3/3/2026,N,1/16/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.124157,49.286837],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00461,"49.286837, -123.124157"
OP-2020-00470,"3360 VICTORIA DRIVE, Vancouver, BC",Cooling Tower,Active,3/9/2026,N,12/3/2024,0,blue,,,,,,,,,100128,"{""coordinates"":[-123.0660745,49.2549101],""type"":""Point""}",Kensington-Cedar Cottage,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00470,"49.2549101, -123.0660745"
OP-2020-00434,"6486 CHESTER STREET, Vancouver, BC V5W 3C3",Cooling Tower,Active,2/25/2026,N,2/11/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.0889777,49.2258583],""type"":""Point""}",Sunset,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00434,"49.2258583, -123.0889777"
OP-2020-00435,"6486 CHESTER STREET, Vancouver, BC V5W 3C3",Cooling Tower,Active,11/6/2025,N,2/11/2025,0,blue,,,,,,,,,1001342,"{""coordinates"":[-123.0889777,49.2258583],""type"":""Point""}",Sunset,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00435,"49.2258583, -123.0889777"
OP-2020-00437,"1540 W 2ND AVENUE, Vancouver, BC V6J 1H2",Cooling Tower,Active,2/25/2026,N,2/5/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1398271,49.2694373],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00437,"49.2694373, -123.1398271"
OP-2020-00441,"2425 OAK STREET, Vancouver, BC V6H 3S7",Cooling Tower,Active,2/25/2025,N,9/26/2024,0,blue,,,,,,,,,1001448,"{""coordinates"":[-123.1271623,49.2640658],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00441,"49.2640658, -123.1271623"
OP-2020-00454,"1495 RICHARDS STREET, Vancouver, BC V6Z 3E3",Building Water Treatment System,Active,3/2/2026,N,,,blue,,,,,,,,,1001379,"{""coordinates"":[-123.1283152,49.2736262],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00454,"49.2736262, -123.1283152"
OP-2020-00487,"2775 LAUREL STREET, Vancouver, BC V5Z 1M9",Cooling Tower,Active,3/9/2026,N,2/6/2025,0,blue,,,,,,,,,1002573,"{""coordinates"":[-123.1259879,49.2615125],""type"":""Point""}",Fairview,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00487,"49.2615125, -123.1259879"
OP-2020-00484,"1688 ROBSON STREET, Vancouver, BC V6G 1C7",Cooling Tower,Inactive,3/9/2026,N,11/28/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.133775,49.290002],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00484,"49.290002, -123.133775"
OP-2020-00488,"4493 MAIN STREET, Vancouver, BC V5V 3R2",Cooling Tower,Active,11/15/2025,N,2/6/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1016929,49.244703],""type"":""Point""}",Riley Park,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00488,"49.244703, -123.1016929"
OP-2020-00496,"VANCOUVER AQUARIUM - 845 AVISON WAY, Vancouver, BC",Cooling Tower,Inactive,11/15/2025,N,11/20/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1407407,49.2956269],""type"":""Point""}",,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00496,"49.2956269, -123.1407407"
OP-2020-00502,"110 SWITCHMEN STREET, Vancouver, BC V6A 0C6",Decorative Water Feature,Active,3/11/2025,N,11/8/2024,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1015179,49.2708112],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00502,"49.2708112, -123.1015179"
OP-2020-00504,"1169 W CORDOVA STREET, Vancouver, BC V6C 3T1",Decorative Water Feature,Active,3/11/2025,N,12/24/2024,0,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1209693,49.289256],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00504,"49.289256, -123.1209693"
OP-2020-00508,"390 E 51ST AVENUE, Vancouver, BC",Cooling Tower,Active,3/16/2025,N,12/2/2024,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.096712,49.2236199],""type"":""Point""}",Sunset,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00508,"49.2236199, -123.096712"
OP-2020-00511,"2786 W 16TH AVENUE, Vancouver, BC V6K 4M1",Cooling Tower,Inactive,3/15/2025,N,11/11/2024,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1673872,49.257302],""type"":""Point""}",Arbutus Ridge,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00511,"49.257302, -123.1673872"
OP-2020-00476,"349 RAILWAY STREET, Vancouver, BC V6A 1A4",Cooling Tower,Inactive,11/15/2025,N,11/8/2024,,blue,,,,,,,,,1001342,"{""coordinates"":[-123.0964871,49.2848895],""type"":""Point""}",Strathcona,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00476,"49.2848895, -123.0964871"
OP-2020-00482,"858 BEATTY STREET, Vancouver, BC V6B 1C1",Cooling Tower,Active,4/2/2026,N,12/5/2024,0,blue,,,,,,,,,50103,"{""coordinates"":[-123.1145828,49.2765836],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00482,"49.2765836, -123.1145828"
OP-2020-00509,"2308 CAMBIE STREET, Vancouver, BC",Cooling Tower,Active,6/7/2025,N,2/5/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1146763,49.2648195],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00509,"49.2648195, -123.1146763"
OP-2020-00520,"210 W BROADWAY, Vancouver, BC V5Y 3W2",Cooling Tower,Active,11/6/2025,N,9/17/2024,0,blue,,,,,,,,,ASSE 50116,"{""coordinates"":[-123.1097094,49.2628342],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00520,"49.2628342, -123.1097094"
OP-2020-00530,"1105 SEYMOUR STREET, Vancouver, BC V6B 3M7",Cooling Tower,Inactive,8/20/2025,N,12/19/2024,,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1241255,49.2775949],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00530,"49.2775949, -123.1241255"
OP-2020-00600,"305 BUTE STREET, Vancouver, BC V6C 3T6",Building Water Treatment System,Active,4/1/2025,N,,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.12284,49.2892339],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00600,"49.2892339, -123.12284"
OP-2020-00555,"1133 ALBERNI STREET, Vancouver, BC",Building Water Treatment System,Active,4/1/2025,N,,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.124583,49.2859543],""type"":""Point""}",West End,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00555,"49.2859543, -123.124583"
OP-2020-00618,"111 E 5TH AVENUE, Vancouver, BC V5T 4L1",Cooling Tower,Inactive,4/2/2025,N,9/14/2023,,blue,,,,,,,,,1001342,"{""coordinates"":[-123.1025582,49.2666957],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00618,"49.2666957, -123.1025582"
OP-2020-00527,"605 ROBSON STREET, Vancouver, BC V6B 5J3",Cooling Tower,Active,3/24/2025,N,1/15/2025,0,blue,,,,,,,,,1001210,"{""coordinates"":[-123.1188232,49.2811014],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00527,"49.2811014, -123.1188232"
OP-2020-00691,"111 DUNSMUIR STREET, Vancouver, BC V6B 6A3",Cooling Tower,Inactive,4/14/2025,N,11/1/2024,,blue,,,,,,,,,1001332,"{""coordinates"":[-123.1105944,49.2803861],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00691,"49.2803861, -123.1105944"
OP-2020-00596,"177 DAVIE STREET, Vancouver, BC V6Z 2Y1",Building Water Treatment System,Active,4/1/2025,N,,,blue,,,,,,,,,1001128,"{""coordinates"":[-123.1198134,49.273787],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00596,"49.273787, -123.1198134"
OP-2020-00620,"4533 PRINCE ALBERT STREET, Vancouver, BC V5V 4K3",Decorative Water Feature,Inactive,4/2/2025,N,12/2/2024,,blue,,,,,,,,,1001364,"{""coordinates"":[-123.0883978,49.2442999],""type"":""Point""}",Kensington-Cedar Cottage,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00620,"49.2442999, -123.0883978"
OP-2020-00697,"3451 SAWMILL CRESCENT, Vancouver, BC V1V 1V1",Cooling Tower,Active,1/27/2026,N,2/6/2025,0,blue,,,,,,,,,1001128,"{""coordinates"":[-123.0300123,49.2058468],""type"":""Point""}",Killarney,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00697,"49.2058468, -123.0300123"
OP-2020-00701,"8188 LORD STREET, Vancouver, BC V6P 3K2",Decorative Water Feature,Inactive,4/27/2025,N,11/20/2024,,blue,,,,,,,,,1001618,"{""coordinates"":[-123.1185977,49.2103159],""type"":""Point""}",Marpole,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00701,"49.2103159, -123.1185977"
OP-2020-00702,"733 BEATTY STREET, Vancouver, BC V6B 2M4",Cooling Tower,Inactive,4/28/2025,N,10/24/2024,,blue,,,,,,,,,59863,"{""coordinates"":[-123.1131735,49.2784735],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00702,"49.2784735, -123.1131735"
OP-2020-00720,"2920 VIRTUAL WAY, Vancouver, BC V5M 0C4",Decorative Water Feature,Active,9/30/2025,N,12/9/2024,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.0434214,49.2610707],""type"":""Point""}",Renfrew-Collingwood,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00720,"49.2610707, -123.0434214"
OP-2020-00728,"828 HOWE STREET, Vancouver, BC V6Z 2X2",Cooling Tower,Active,5/21/2025,N,1/29/2025,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.1211136,49.2813967],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00728,"49.2813967, -123.1211136"
OP-2020-00669,"455 HOWE STREET, Vancouver, BC",Cooling Tower,Active,2/2/2026,N,1/25/2025,0,blue,,,,,,,,,59863,"{""coordinates"":[-123.1154399,49.2856083],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00669,"49.2856083, -123.1154399"
OP-2020-00694,"2101 LAHB AVENUE, Vancouver, BC V6L 0B9",Building Water Treatment System,Active,4/20/2025,N,,,blue,,,,,,,,,,"{""coordinates"":[-123.1539997,49.2484918],""type"":""Point""}",Arbutus Ridge,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00694,"49.2484918, -123.1539997"
OP-2020-00709,"123 W 1ST AVENUE, Vancouver, BC V5Y 0C9",Rainwater Harvesting/Alternative Water Systems,Active,5/7/2025,N,2/7/2025,0,blue,0,0.62,12.8,,,,,,1001342,"{""coordinates"":[-123.1076064,49.2707854],""type"":""Point""}",Mount Pleasant,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00709,"49.2707854, -123.1076064"
OP-2020-00714,"2985 VIRTUAL WAY, Vancouver, BC V5M 4X7",Decorative Water Feature,Active,9/30/2025,N,12/9/2024,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.042183,49.2605359],""type"":""Point""}",Renfrew-Collingwood,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00714,"49.2605359, -123.042183"
OP-2020-00718,"2920 VIRTUAL WAY, Vancouver, BC V5M 0C4",Decorative Water Feature,Active,9/30/2025,N,12/9/2024,0,blue,,,,,,,,,1001362,"{""coordinates"":[-123.0434214,49.2610707],""type"":""Point""}",Renfrew-Collingwood,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00718,"49.2610707, -123.0434214"
OP-2020-00731,"1233 W CORDOVA STREET, Vancouver, BC V6C 3R1",Decorative Water Feature,Active,5/24/2025,N,1/29/2025,0,blue,,,,,,,,,1001364,"{""coordinates"":[-123.1224349,49.2897815],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00731,"49.2897815, -123.1224349"
OP-2020-00735,"1180 W HASTINGS STREET, Vancouver, BC V6E 4R5",Cooling Tower,Inactive,5/24/2025,N,10/2/2024,0,blue,,,,,,,,,1001332,"{""coordinates"":[-123.12218,49.2883516],""type"":""Point""}",Downtown,https://opendata.vancouver.ca/explore/dataset/operating-permits-water-systems-water-quality-reports/table/?q=OP-2020-00735,"49.2883516, -123.12218"
